cep;rg;cpf;estado_civil;login;salario_base;sensitive_key;estado;regiao
42786696;355533812;70394094650;S;camila.martinez;1543;355COI4650;Alagoas;Nordeste
47212016;401055144;45261312483;C;yuri.albino;17671;401FIIV2483;Minas Gerais;Sudeste
44699953;784732330;34362271112;C;debora.penedo;23704;784OPIII1112;Sergipe;Nordeste
46284198;748156424;84852806613;S;flávia.jordao;12672;748ADII6613;Bahia;Nordeste
39064996;159298032;29037097311;C;matheus.alvarez;10269;159COI7311;Roraima;Norte
29227658;577830399;59542847658;S;gabriel.pereira;8995;577OPIII7658;Bahia;Nordeste
31028747;993812910;58626044991;S;igor.pinho;5573;993FIII4991;Bahia;Nordeste
27864060;624470056;53722286321;S;jeferson.ramos;18822;624ADIII6321;Sergipe;Nordeste
33942826;730391568;62857272800;S;ary.costa;9697;730LOI2800;Alagoas;Nordeste
35674535;736262825;54936395416;S;giulia.mattos;7748;736COV5416;Pará;Norte
24040827;367651731;68011691064;C;paulo.souza;23242;367OPI1064;São Paulo;Sudeste
22390499;762705904;22797084021;S;mariana.barbosa;10178;762COIII4021;Santa Catarina;Sul
47627525;890991369;13470846420;S;aline.silva;4010;890OPI6420;Mato Grosso;Centro - Oeste
21544468;795644162;60413748030;S;bruna.varela;20854;795FIIII8030;Rio de Janeiro;Sudeste
35138602;404264948;60331096521;C;luiza.pereira;14488;404FII6521;Amazonas;Norte
46651310;475877138;12369990858;C;rafael.sousa;19557;475ADI0858;Pará;Norte
41940856;314850065;77275271963;S;camila.ivo;21737;314FII1963;Goiás;Centro - Oeste
37328172;290314522;91388902603;C;karine.chagas;10700;290OPIII2603;Amapá;Norte
21110416;854946018;50989574290;C;myllena.nacif;1166;854LOIII4290;Pernambuco;Nordeste
42642844;810415710;58776157417;C;flávio.barbosa;24199;810ADII7417;Rio Grande do Sul;Sul
26895323;828816861;12999382406;C;igor.feijo;4222;828FIII2406;Rio de Janeiro;Sudeste
47928533;778112260;15606240625;S;joão.silva;19408;778COI0625;Roraima;Norte
25217266;574951790;04745812998;C;gabriela.costa;15781;574LOV2998;Amazonas;Norte
28644117;281548183;35793187889;S;jayme.carvalho;2005;281ADI7889;Pará;Norte
36195521;552583141;96186343169;C;luíza.roussef;6362;552ADI3169;São Paulo;Sudeste
21941465;511128459;54089698899;S;juan.rosa;21374;511OPI8899;Rio de Janeiro;Sudeste
40167104;781980383;89250112980;S;ana.foly;17453;781ADI2980;Alagoas;Nordeste
37353966;350726442;60759508463;S;raquel.tavares;15615;350OPIII8463;Acre;Norte
27065880;817723147;93989972172;S;raphael.rodrigues;24529;817COIII2172;Rio Grande do Sul;Sul
31970922;422816469;48311601935;C;carolina.almeida;4864;422FIIII1935;Amapá;Norte
44171824;936325945;73212606115;S;eduardo.leme;22410;936OPII6115;Roraima;Norte
36571944;783537646;80379929319;S;rodrigo.funcke;1332;783LOIV9319;Rio de Janeiro;Sudeste
23244211;905415993;21284980627;S;rafaella.silva;4419;905COI0627;Alagoas;Nordeste
30675347;167225119;57342935862;S;marta.oliveira;24747;167OPII5862;São Paulo;Sudeste
41735090;369626839;30234766197;S;alfredo.araujo;16030;369ADIII6197;Goiás;Centro - Oeste
25263000;147598371;22636401585;S;audir.muniz;2121;147LOIV1585;Roraima;Norte
32734988;164912526;91829316452;S;matheus.monteiro;5517;164COI6452;Rio Grande do Sul;Sul
44774280;562363792;71977928588;S;marina.barbosa;3885;562FIII8588;Amapá;Norte
33297996;344055950;66670708686;C;thalles.teixeira;10929;344FII8686;Goiás;Centro - Oeste
49294767;299620674;19408814256;C;daniel.santos;23708;299ADI4256;Rio Grande do Norte;Nordeste
44319416;837235079;37557762383;S;suelen.regasso;11997;837OPII2383;Amazonas;Norte
37648796;965061898;55657248172;S;bruno.pereira;1673;965LOIV8172;Rio de Janeiro;Sudeste
41083214;672661371;71480506836;C;eduardo.cunha;15640;672LOIII6836;Pernambuco;Nordeste
46976183;470486601;05507276868;C;lorena.freire;9479;470COI6868;Goiás;Centro - Oeste
38071737;182819307;56437848500;S;joão.viana;7832;182ADIV8500;Amazonas;Norte
32763776;719703067;45580740306;C;pedro.helal;21919;719FIIII0306;São Paulo;Sudeste
40154642;650342478;52663979333;S;ana.ladogano;16136;650OPIV9333;Minas Gerais;Sudeste
32613748;771948938;47081234076;C;igor.perdomo;15917;771COIII4076;Bahia;Nordeste
20880239;244575842;60398433788;C;mariana.bach;3854;244FII3788;Amapá;Norte
27561481;715451906;34330260139;C;rachel.ferreira;14768;715COIV0139;Santa Catarina;Sul
24061215;943474202;76625425388;C;cynthia.mercês;19493;943ADIII5388;Rio de Janeiro;Sudeste
36777265;839007685;08806685331;C;pedro.bernhardt;5279;839OPIII5331;Rio de Janeiro;Sudeste
28751567;209099797;17816130451;C;lucas.cecilia;15036;209FII0451;Pará;Norte
49914331;953759176;74006861056;S;rhuan.hollander;20822;953OPV1056;Rio Grande do Sul;Sul
46929762;613806497;52251361634;C;juliana.stockler;1348;613COIII1634;Amapá;Norte
30967138;733350120;86003667436;C;anderson.sampaio;3668;733COII7436;Amazonas;Norte
48541368;647387441;25239330238;C;marta.fahrnholz;24021;647COIV0238;Pará;Norte
41237328;143799569;19340500862;S;maria.freire;2435;143LOV0862;Amazonas;Norte
23063985;311722917;08104936146;C;wendela.cunha;21301;311ADII6146;São Paulo;Sudeste
49400523;950109542;20364097643;S;paula.ribeiro;1146;950COI7643;Minas Gerais;Sudeste
24979210;103627432;29759394846;S;jeronimo.vianna;12971;103OPIV4846;Amazonas;Norte
45634061;972274207;17016568221;C;larissa.pedrosa;17572;972ADI8221;Santa Catarina;Sul
36183737;527343101;94009246544;S;bárbara.rodrigues;8339;527FIIII6544;Acre;Norte
34337658;794337813;99576688833;C;arthur.vaz;3058;794FIIV8833;Santa Catarina;Sul
45833260;505643417;94852477623;S;matheus.rocha;2475;505LOI7623;Bahia;Nordeste
47944593;548307706;08452286962;S;roberta.procaci;16122;548ADII6962;Bahia;Nordeste
27469973;733455815;45264226946;S;bernardo.oliveira;17297;733OPIII6946;Rio Grande do Norte;Nordeste
49408388;449984546;23855924850;C;ana.silva;13315;449COIII4850;Bahia;Nordeste
26046380;682215767;01587233005;C;carolina.fontes;20415;682COII3005;Bahia;Nordeste
26194926;666696541;72113353640;C;nathalia.rangel;1837;666LOII3640;Amazonas;Norte
36626997;235395231;21148484097;S;patricia.jorge;24792;235ADII4097;Alagoas;Nordeste
38302922;379591878;46508502855;S;pedro.oliveira;19346;379FII2855;Rio Grande do Sul;Sul
31496286;252064734;85654530441;S;marcelo.chaves;24345;252FIV0441;Bahia;Nordeste
34588621;202202068;78925652236;C;luiz.vasconcellos;20199;202OPIII2236;São Paulo;Sudeste
42421351;286702047;15192492005;S;mariana.gullo;23259;286FIIV2005;Rio Grande do Sul;Sul
32877709;950393787;07648511735;C;joão.souza;6147;950OPI1735;Minas Gerais;Sudeste
29643981;347182372;79946485930;S;eugênio.souza;12531;347ADI5930;São Paulo;Sudeste
45345242;612830578;02820055451;S;vitor.carvalho;20944;612COI5451;Rio de Janeiro;Sudeste
33457747;791757848;22500332809;S;tadeu.silveira;16889;791OPI2809;Goiás;Centro - Oeste
30581505;566309079;29445411838;C;matheus.souza;20899;566LOIII1838;Acre;Norte
35359632;417081592;12870918871;S;tainah.ramos;16982;417ADV8871;Rio de Janeiro;Sudeste
24510599;886137812;22987625364;S;juan.assumpção;22230;886COIII5364;Alagoas;Nordeste
25036496;400093634;25698199783;S;lucas.guadagnino;5953;400OPII9783;Santa Catarina;Sul
23316440;709758623;51694048561;S;daniel.silveira;15464;709OPI8561;Pernambuco;Nordeste
26690488;955598590;70885545674;C;carlos.amorim;11568;955ADI5674;Amapá;Norte
34888967;379135322;18379317008;S;flávio.garcia;5545;379LOII7008;Pará;Norte
49790838;903433992;14730791706;C;matheus.perdomo;7457;903FIIII1706;Sergipe;Nordeste
45270184;446375131;98040465951;S;sarah.gomes;16637;446FIII5951;Rio Grande do Norte;Nordeste
47814227;754210732;82273436498;S;bianca.aguiar;14101;754ADII6498;Rio Grande do Norte;Nordeste
42639598;994059962;11744503687;S;renan.costa;18348;994FIIII3687;Amazonas;Norte
22505160;772408887;76601050822;C;jeferson.mariano;6326;772ADIII0822;Alagoas;Nordeste
22236777;444437861;05491331746;C;saranna.pinheiro;5193;444LOII1746;Amazonas;Norte
49620644;844810884;14197416597;C;cynthia.ribeiro;24416;844FIIV6597;Amazonas;Norte
30041740;902928370;95289109417;C;gabriel.medina;10064;902FIV9417;Roraima;Norte
37326824;773983404;00467464996;C;marcello.rebouças;24597;773OPI4996;Alagoas;Nordeste
46861137;993321141;40616269986;C;gabriel.sousa;19233;993ADIII9986;Pará;Norte
27282530;839066393;97977355071;C;francyne.souza;19403;839FIII5071;Goiás;Centro - Oeste
25655552;947787453;46000675854;S;ana.bernardo;20566;947COI5854;Rio Grande do Norte;Nordeste
43733334;162654905;51770579641;S;carolina.racy;6034;162ADI9641;Amapá;Norte
30075072;347765084;42201510182;S;matheus.rubio;22374;347LOI0182;Pará;Norte
47285154;811236996;25104167760;C;fernanda.rocha;6403;811OPI7760;Rio de Janeiro;Sudeste
45204678;843186297;20123952566;S;gabriela.alves;6361;843FII2566;Rio de Janeiro;Sudeste
49159866;929223260;29109681047;C;caio.aversa;14021;929COV1047;Bahia;Nordeste
25031336;464485545;66688518729;S;yuri.cruz;23747;464COV8729;Alagoas;Nordeste
41059560;153410587;33290646969;C;camilla.ferraz;1692;153LOII6969;Bahia;Nordeste
24185391;390671095;54805422684;C;nathalia.eiras;8304;390COIV2684;Sergipe;Nordeste
32097757;598821192;26916365453;S;marianna.silva;20689;598ADI5453;Goiás;Centro - Oeste
45508595;436878791;32819944879;C;lucas.santos;8392;436ADI4879;Bahia;Nordeste
34019414;114311291;79395837769;S;sarah.mamede;5646;114COV7769;São Paulo;Sudeste
37364507;997516185;64335743466;C;carolina.sagrillo;4628;997OPII3466;Minas Gerais;Sudeste
37406771;952596883;60861742158;C;matheus.luiz;10025;952OPI2158;Alagoas;Nordeste
20017818;618103680;15575937682;C;marcello.montanholi;15645;618OPIII7682;Goiás;Centro - Oeste
27708110;309878258;63353033207;C;giovanna.fahrnholz;2977;309ADIV3207;Pernambuco;Nordeste
48931424;592929094;36634302419;S;rafael.silva;13886;592ADIII2419;Rio Grande do Norte;Nordeste
49865542;360611412;10308691803;S;joão.araújo;11390;360ADIII1803;Roraima;Norte
38163321;422950543;40657332232;S;ighor.kelly;14125;422COII2232;São Paulo;Sudeste
45044358;909194922;78128749092;S;leonardo.dias;12224;909FIII9092;Bahia;Nordeste
49830914;322226358;11518619598;S;amanda.marinho;23547;322COI9598;Sergipe;Nordeste
44565049;391636863;61231884566;C;tiago.tanaka;21021;391OPII4566;Sergipe;Nordeste
43409237;616820954;16641348113;S;iasmim.netto;7259;616COIV8113;Amazonas;Norte
36777031;191603777;52851792433;C;pedro.moraes;6630;191OPI2433;Minas Gerais;Sudeste
32020938;714861459;77309426336;S;rafaela.godoy;20663;714FIII6336;Roraima;Norte
30514975;669568164;66996351226;C;priscila.granado;21594;669LOIII1226;São Paulo;Sudeste
31147672;691952759;36902237157;S;fernanda.gonçalves;21631;691OPI7157;Minas Gerais;Sudeste
37415162;874758016;27419149327;C;yuske.orichio;23631;874LOI9327;Goiás;Centro - Oeste
20112820;598281457;26631297477;S;julia.freitas;4103;598LOI7477;Goiás;Centro - Oeste
45762254;286770953;37554817302;C;bianca.vianna;20238;286FIV7302;Pará;Norte
25046384;519802938;54654247765;S;ana.barbosa;16557;519ADI7765;Sergipe;Nordeste
47461020;755646524;77485239025;C;emilaine.silva;13150;755LOI9025;Acre;Norte
20918639;396843893;22528288180;S;ana.farias;11131;396ADV8180;Sergipe;Nordeste
39394064;702742466;68945827666;S;diego.costa;11639;702COIV7666;Alagoas;Nordeste
23490923;731647816;27408718127;S;vitor.silveira;15856;731LOII8127;Sergipe;Nordeste
23496953;333794194;43305491711;S;juan.araújo;20416;333LOII1711;São Paulo;Sudeste
32784975;478295074;83146152609;C;paula.pessanha;16508;478FIII2609;Acre;Norte
36879301;391205085;22006784371;S;lorena.fernandes;8805;391COII4371;Alagoas;Nordeste
31627126;196530929;41409729521;C;iris.silva;14552;196LOI9521;Pernambuco;Nordeste
42253271;375471204;13096973006;S;maria.souza;10253;375OPI3006;Mato Grosso;Centro - Oeste
47466865;523811793;45219360780;C;geam.silva;7221;523COI0780;Amazonas;Norte
21072333;468526654;53415907150;C;guilherme.johnson;3216;468ADIII7150;Rio Grande do Norte;Nordeste
43221338;932206409;02539417347;C;gabriela.romeu;7077;932OPII7347;Minas Gerais;Sudeste
25702440;227570096;86146951688;S;ana.filardi;18381;227LOIV1688;Rio Grande do Sul;Sul
26079033;175436664;30741245211;S;josé.lisboa;14823;175FIIII5211;Bahia;Nordeste
44096523;628618873;73828899456;C;luis.santos;21021;628COV9456;Acre;Norte
22003422;276720307;00803438417;C;rodrigo.gusmão;15224;276ADII8417;Roraima;Norte
33615783;949924183;66845644745;C;desirée.guimarães;15265;949FIII4745;Santa Catarina;Sul
30159766;511719360;90081572624;S;milena.ferreira;2506;511COI2624;Mato Grosso;Centro - Oeste
32850102;351409608;51501221540;C;joão.rodrigues;20918;351FII1540;Alagoas;Nordeste
21386237;266690330;49595413705;S;beatriz.barrozo;16316;266COII3705;Mato Grosso;Centro - Oeste
46694322;113612469;55309835855;S;luiza.soares;11258;113OPII5855;Amapá;Norte
27092721;758571216;39575008176;C;arthur.miranda;2966;758FII8176;Rio de Janeiro;Sudeste
41696721;904085550;04020333151;C;rafael.lobo;21885;904OPI3151;Goiás;Centro - Oeste
42649154;102860464;30196640139;S;marcelo.monnerat;19314;102COII0139;Minas Gerais;Sudeste
25051915;336453453;56640227061;C;adelino.araujo;14225;336OPI7061;Sergipe;Nordeste
33193871;906583930;75048434567;S;vinicius.monteiro;17184;906ADII4567;Pará;Norte
45221709;625527647;92863257246;S;lucas.procaci;5989;625ADII7246;Alagoas;Nordeste
30678025;585531458;65506203884;C;paloma.lyra;15290;585COI3884;Amapá;Norte
44222034;697100232;20576586404;C;wesley.teixeira;1486;697LOI6404;Goiás;Centro - Oeste
27776120;272662712;48030841974;S;luis.gabriel;20699;272COI1974;Acre;Norte
39027676;409313286;68860346202;C;luiza.monnerat;1838;409ADIII6202;Santa Catarina;Sul
27349620;999755810;32776263108;C;daniel.garcia;23018;999LOII3108;Amazonas;Norte
35332610;656871927;50187820897;C;luiz.mattos;8005;656LOIII0897;Pará;Norte
40207009;762627169;54226412130;S;andré.brito;1094;762OPI2130;Rio Grande do Norte;Nordeste
46255217;532933077;69627094277;S;lucas.alvim;22039;532OPIV4277;Sergipe;Nordeste
37617949;463294612;71312076068;S;júlia.oliveira;7228;463COI6068;Minas Gerais;Sudeste
39964322;474469011;79178311692;S;bruna.oliveira;10551;474COII1692;Pará;Norte
29812883;690599885;56034243224;S;vinícius.lencastre;11843;690FII3224;Rio Grande do Norte;Nordeste
30624694;747804546;79216815163;C;daniel.machado;6992;747ADII5163;Rio de Janeiro;Sudeste
47304266;723955185;90987125617;C;breno.silva;8241;723LOII5617;Amapá;Norte
26064205;198675604;34250069684;S;renata.oliveira;2543;198LOI9684;Pará;Norte
43044579;873349300;96097462331;S;thayane.santos;16187;873ADIV2331;Rio Grande do Sul;Sul
28677999;863391666;75731877319;S;ramon.bergara;9542;863COI7319;Sergipe;Nordeste
37897262;630717376;64306524088;S;joão.silva;21796;630COV4088;Amazonas;Norte
47011874;997859911;82341234351;S;mauricio.jardim;4566;997LOIV4351;Rio de Janeiro;Sudeste
35147794;830959072;46146265473;S;lais.cormack;8832;830OPIV5473;Mato Grosso;Centro - Oeste
43372960;557721604;21274815670;C;milena.fernandes;12636;557LOIII5670;Amazonas;Norte
36077010;880209213;83588649005;S;paloma.santos;1217;880COII9005;Amazonas;Norte
39863490;858876368;06716869616;S;pedro.silva;15922;858OPIV9616;Sergipe;Nordeste
36876726;694770248;78675180676;C;luisa.costa;18304;694OPI0676;Mato Grosso;Centro - Oeste
42038649;449727193;36810461401;S;beatriz.oliveira;15356;449COII1401;Roraima;Norte
30615672;863737321;67776404197;S;priscilla.tagliari;6803;863OPV4197;Pernambuco;Nordeste
39081452;855410323;36372640719;C;stefan.silva;13808;855FIIII0719;Roraima;Norte
36444182;399085305;43392060854;S;eduardo.carvalho;2270;399OPV0854;Rio Grande do Norte;Nordeste
27781414;412671736;10863405761;S;pedro.jardim;11171;412ADIII5761;Acre;Norte
24999418;951369560;87869928006;S;mariana.sartorio;16267;951COII8006;Rio de Janeiro;Sudeste
48582614;525819007;77290763348;S;thomaz.silva;7665;525COI3348;Goiás;Centro - Oeste
38452533;728334741;92143125956;S;pedro.bôas;4968;728LOI5956;Mato Grosso;Centro - Oeste
28668019;307135080;91436370502;C;helena.peixoto;16621;307FIIII0502;Rio Grande do Sul;Sul
39068531;982291303;56700558997;C;carolina.marques;5363;982LOIII8997;São Paulo;Sudeste
47790880;243564935;96283060188;S;nicolas.leite;6710;243COI0188;Pará;Norte
40511266;837201753;01387367641;S;joão.resinente;23256;837ADII7641;Santa Catarina;Sul
23488648;413322638;10180348974;S;luize.costa;17162;413ADIII8974;Mato Grosso;Centro - Oeste
35329849;152005418;31652836240;C;bárbara.gonçalves;20338;152COI6240;Alagoas;Nordeste
25515718;854512164;88519923483;C;carolina.calafate;13296;854LOII3483;Alagoas;Nordeste
40170885;143836000;71399869639;S;yuri.vasconcelos;19609;143ADII9639;Sergipe;Nordeste
48962482;575413219;95126718515;S;mateus.silva;24070;575COV8515;Pernambuco;Nordeste
31383800;511104966;75133438138;C;mariana.alexandre;17258;511OPIII8138;Minas Gerais;Sudeste
35106746;186440635;39765809261;S;diego.teixeira;7240;186FIII9261;Santa Catarina;Sul
38947870;201184662;68307546459;S;paulo.mello;19792;201COII6459;Sergipe;Nordeste
44315832;508564399;53711524927;C;bianca.lemos;22506;508ADII4927;Rio Grande do Sul;Sul
40606591;654411966;44246436282;S;thiago.araújo;13725;654OPII6282;Pará;Norte
25921038;437668993;90730378349;C;joão.negrelli;19255;437FIII8349;Santa Catarina;Sul
26986587;672059506;26894389692;S;joão.suzano;8085;672LOII9692;Rio Grande do Norte;Nordeste
20768418;900385854;34338608047;S;bruna.carvalho;15934;900COI8047;Acre;Norte
49448178;327053187;05294941955;S;samantha.pereira;4059;327OPIV1955;São Paulo;Sudeste
23634331;788739752;99951511054;S;bruno.leme;1410;788FIII1054;Santa Catarina;Sul
20647131;314022078;44809174881;S;joão.monteiro;6455;314ADIII4881;Rio Grande do Norte;Nordeste
36968950;554710395;07583432285;C;yago.oliveira;3505;554COI2285;Mato Grosso;Centro - Oeste
42975724;529249286;61226558260;C;leandro.tabet;10885;529COII8260;Pará;Norte
30972933;158937359;36073984746;C;beatriz.virginio;10136;158COIII4746;Alagoas;Nordeste
22600038;296806913;18870210999;C;maria.mello;18080;296LOII0999;Pará;Norte
32984429;895045907;06864440781;S;nuno.sampaio;6652;895COI0781;Roraima;Norte
27050144;291183378;01425235998;S;manuela.martins;4487;291FIIV5998;Amazonas;Norte
43212305;942888625;65848718595;S;flávio.mendonça;10313;942ADII8595;Bahia;Nordeste
47974844;978537053;58779311477;C;ébio.velucci;11403;978ADI1477;Santa Catarina;Sul
32518801;447186324;77875037290;S;victor.fonseca;24566;447ADI7290;Santa Catarina;Sul
26164321;269282574;34537664161;C;bernardo.silva;3224;269OPII4161;Mato Grosso;Centro - Oeste
36519938;212352012;62475923475;C;guilherme.barreto;1949;212OPV3475;Mato Grosso;Centro - Oeste
49428437;302399152;86588384096;C;nathália.araújo;3375;302ADIV4096;Rio de Janeiro;Sudeste
28852133;789006468;91504980777;S;guilherme.regasso;3693;789OPI0777;Amazonas;Norte
32209610;541170567;76926775882;S;brenno.silva;7092;541OPII5882;Goiás;Centro - Oeste
45930385;489004123;46111631889;S;william.kelly;17701;489OPIII1889;Goiás;Centro - Oeste
35798998;261816261;09831992563;C;daniele.blumberg;12127;261ADI2563;Pará;Norte
42849643;790071411;92698612354;C;jorge.viríssimo;5299;790FIV2354;Pará;Norte
27192903;524024983;95358890619;S;gabriel.rodrigues;2963;524ADV0619;Rio Grande do Norte;Nordeste
30139757;401461132;76210493256;S;joão.alves;21958;401COIII3256;Pernambuco;Nordeste
37278455;320166315;58687062248;C;bernardo.magno;14058;320ADI2248;Acre;Norte
43864344;785803477;96855777753;C;raíza.barcellos;3934;785LOII7753;Acre;Norte
45499870;195532101;02439810843;C;bernardo.cunha;21622;195LOII0843;Sergipe;Nordeste
21517794;486535229;04764050200;C;julia.silva;7552;486COII0200;Amazonas;Norte
34689811;981279157;54115282873;S;arthur.bispo;1372;981COII2873;Goiás;Centro - Oeste
31097240;464550454;16126495226;S;raianne.brum;11791;464FIV5226;Roraima;Norte
46713680;581607230;53692945235;C;renan.silva;8932;581FIIII5235;Mato Grosso;Centro - Oeste
